source,E_MeV,eta_rad,sin2theta12_reference,dm21_reference_eV2,Pee_day,Pee_night,delta_Pee_earth
B8,12.583422459893049,0.70714,0.308,7.42e-05,0.3140843745172603,0.3471558944978097,0.03307151998054941
B8,12.683689839572192,0.70714,0.308,7.42e-05,0.3137562460628763,0.34053550921745807,0.02677926315458179
B8,12.783957219251338,0.70714,0.308,7.42e-05,0.3134352715466698,0.3224082452641811,0.008972973717511323
B8,12.884224598930482,0.70714,0.308,7.42e-05,0.3131212518844847,0.3131506118825321,2.935999804742906e-05
B8,12.984491978609626,0.70714,0.308,7.42e-05,0.3128139943502198,0.32288254003001876,0.01006854567979898
B8,13.084759358288771,0.70714,0.308,7.42e-05,0.31251331235660595,0.34132080078148463,0.02880748842487868
B8,13.185026737967917,0.70714,0.308,7.42e-05,0.3122190252434993,0.34946567168056536,0.037246646437066044
B8,13.28529411764706,0.70714,0.308,7.42e-05,0.3119309580734906,0.33926813064188255,0.027337172568391965
B8,13.385561497326204,0.70714,0.308,7.42e-05,0.31164894143461785,0.32073034304254244,0.009081401607924589
B8,13.485828877005348,0.70714,0.308,7.42e-05,0.31137281124996213,0.31140042758969433,2.7616339732194906e-05
B8,13.586096256684492,0.70714,0.308,7.42e-05,0.31110240859392596,0.3196184439479717,0.008516035354045715
B8,13.686363636363636,0.70714,0.308,7.42e-05,0.31083757951498103,0.3378068248160158,0.026969245301034783
B8,13.78663101604278,0.70714,0.308,7.42e-05,0.3105781748646816,0.3500498772819575,0.03947170241727593
B8,13.886898395721923,0.70714,0.308,7.42e-05,0.3103240501327367,0.3460937159547725,0.035769665822035834
B8,13.98716577540107,0.70714,0.308,7.42e-05,0.3100750652879551,0.32942921176333984,0.019354146475384748
B8,14.087433155080214,0.70714,0.308,7.42e-05,0.3098310846248534,0.3134755862597518,0.0036445016348983783
B8,14.187700534759358,0.70714,0.308,7.42e-05,0.30959197661574533,0.31048353434494746,0.0008915577292021304
B8,14.287967914438504,0.70714,0.308,7.42e-05,0.309357613768126,0.32232693243316685,0.012969318665040863
B8,14.388235294117647,0.70714,0.308,7.42e-05,0.3091278724871663,0.33992053538028577,0.030792662893119493
B8,14.488502673796791,0.70714,0.308,7.42e-05,0.3089026329431439,0.3503425315557908,0.04143989861264691
B8,14.588770053475937,0.70714,0.308,7.42e-05,0.3086817789436297,0.3465002244038754,0.03781844546024571
B8,14.68903743315508,0.70714,0.308,7.42e-05,0.3084651978102809,0.33122846394397887,0.022763266133697946
B8,14.789304812834224,0.70714,0.308,7.42e-05,0.3082527802600529,0.3149029140723577,0.0066501338123047815
B8,14.88957219251337,0.70714,0.308,7.42e-05,0.3080444202906947,0.307903851681454,-0.0001405686092406655
B8,14.989839572192514,0.70714,0.308,7.42e-05,0.3078400150703572,0.3143255058282288,0.006485490757871637
B8,15.090106951871658,0.70714,0.308,7.42e-05,0.30763946483117904,0.32972487761133346,0.022085412780154412
B8,15.190374331550805,0.70714,0.308,7.42e-05,0.3074426727666956,0.34447363946525306,0.03703096669855743
B8,15.290641711229949,0.70714,0.308,7.42e-05,0.3072495449329417,0.34988402678730485,0.04263448185436314
B8,15.39090909090909,0.70714,0.308,7.42e-05,0.30705999015310115,0.34306848161817366,0.03600849146507251
B8,15.491176470588236,0.70714,0.308,7.42e-05,0.3068739199255875,0.328087184120588,0.021213264195000525
B8,15.59144385026738,0.70714,0.308,7.42e-05,0.3066912483354173,0.31327580512846986,0.006584556793052587
B8,15.691711229946524,0.70714,0.308,7.42e-05,0.30651189196876133,0.3063866142137309,-0.00012527775503040628
B8,15.79197860962567,0.70714,0.308,7.42e-05,0.3063357698305573,0.3106540447362464,0.00431827490568909
B8,15.892245989304811,0.70714,0.308,7.42e-05,0.30616280326506423,0.32348264619291234,0.017319842927848106
B8,15.992513368983955,0.70714,0.308,7.42e-05,0.305992915879254,0.3381933245539533,0.03220040867469931
B8,16.092780748663102,0.70714,0.308,7.42e-05,0.3058260334689401,0.34755954467551853,0.04173351120657842
B8,16.193048128342248,0.70714,0.308,7.42e-05,0.30566208394752775,0.3472015044242694,0.04153942047674164
B8,16.29331550802139,0.70714,0.308,7.42e-05,0.3055009972773023,0.3375049216160882,0.032003924338785905
B8,16.393582887700536,0.70714,0.308,7.42e-05,0.30534270540315195,0.32315512562571097,0.017812420222559022
B8,16.49385026737968,0.70714,0.308,7.42e-05,0.30518714218864057,0.31045046378721414,0.005263321598573567
B8,16.594117647058823,0.70714,0.308,7.42e-05,0.30503424335433427,0.30491365373688745,-0.00012058961744682017
B8,16.69438502673797,0.70714,0.308,7.42e-05,0.30488394641831107,0.30847950128794255,0.0035955548696314787
B8,16.794652406417114,0.70714,0.308,7.42e-05,0.3047361906387571,0.31951812323021866,0.014781932591461544
B8,16.894919786096256,0.70714,0.308,7.42e-05,0.30459091695858614,0.33319344333570267,0.02860252637711652
B8,16.995187165775402,0.70714,0.308,7.42e-05,0.3044480679519921,0.3440234166061999,0.03957534865420781
B8,17.095454545454547,0.70714,0.308,7.42e-05,0.3043075877728772,0.34793194034097624,0.043624352568099045
B8,17.19572192513369,0.70714,0.308,7.42e-05,0.3041694221050769,0.3435110384823815,0.0393416163773046
B8,17.295989304812835,0.70714,0.308,7.42e-05,0.30403351811431584,0.33258337275919725,0.02854985464488141
B8,17.39625668449198,0.70714,0.308,7.42e-05,0.303899824401832,0.3192962968057176,0.015396472403885586
B8,17.496524064171123,0.70714,0.308,7.42e-05,0.3037682909596086,0.30839818832546384,0.004629897365855229
B8,17.596791443850268,0.70714,0.308,7.42e-05,0.3036388691271516,0.3035797526085485,-5.91165186030751e-05
B8,17.697058823529414,0.70714,0.308,7.42e-05,0.3035115115497518,0.3063218069218353,0.0028102953720834933
B8,17.797326203208556,0.70714,0.308,7.42e-05,0.30338617213819363,0.31553231391729514,0.012146141779101505
B8,17.8975935828877,0.70714,0.308,7.42e-05,0.3032628060298277,0.32806543449720243,0.024802628467374743
B8,17.997860962566847,0.70714,0.308,7.42e-05,0.30314136955098514,0.3398568616534928,0.036715492102507685
B8,18.09812834224599,0.70714,0.308,7.42e-05,0.30302182018067275,0.34724509809138443,0.04422327791071168
B8,18.198395721925134,0.70714,0.308,7.42e-05,0.30290411651549526,0.3480789987782242,0.04517488226272892
B8,18.29866310160428,0.70714,0.308,7.42e-05,0.30278821823577345,0.342244929029171,0.03945671079339752
B8,18.398930481283426,0.70714,0.308,7.42e-05,0.30267408607280133,0.3316016260687539,0.028927539995952545
B8,18.499197860962568,0.70714,0.308,7.42e-05,0.3025616817772134,0.3193024525279068,0.016740770750693412
B8,18.599465240641713,0.70714,0.308,7.42e-05,0.30245096808840616,0.3087748546340931,0.006323886545686941
B8,18.699732620320855,0.70714,0.308,7.42e-05,0.30234190870499267,0.3029141597577493,0.000572251052756656
B8,18.8,0.70714,0.308,7.42e-05,0.3022344682562364,0.3032710075447536,0.0010365392885172131
B8,0.05,0.89286,0.308,7.42e-05,0.5476217132926241,0.5476162631035951,-5.450189028977093e-06
B8,0.1502673796791443,0.89286,0.308,7.42e-05,0.5447685149399254,0.5447122752602299,-5.623967969548005e-05
B8,0.2505347593582888,0.89286,0.308,7.42e-05,0.5418592077723718,0.5417342005352896,-0.00012500723708219752
B8,0.3508021390374331,0.89286,0.308,7.42e-05,0.538894905397443,0.5386304559905213,-0.0002644494069217185
B8,0.4510695187165775,0.89286,0.308,7.42e-05,0.5358769259882084,0.5357934173036166,-8.350868459172656e-05
B8,0.551336898395722,0.89286,0.308,7.42e-05,0.5328067970184048,0.5324078663375535,-0.0003989306808512838
B8,0.6516042780748663,0.89286,0.308,7.42e-05,0.5296862584794492,0.5292539525792952,-0.0004323059001539731
B8,0.7518716577540108,0.89286,0.308,7.42e-05,0.5265172644139361,0.5261054121774884,-0.0004118522364476851
B8,0.8521390374331551,0.89286,0.308,7.42e-05,0.5233019826159806,0.5229942317434954,-0.00030775087248524624
B8,0.9524064171122996,0.89286,0.308,7.42e-05,0.5200427923699201,0.5196003967693026,-0.00044239560061754
B8,1.052673796791444,0.89286,0.308,7.42e-05,0.5167422801252568,0.5165663159844117,-0.00017596414084508627
B8,1.1529411764705884,0.89286,0.308,7.42e-05,0.5134032330369681,0.5133977988846048,-5.434152363315015e-06
B8,1.2532085561497326,0.89286,0.308,7.42e-05,0.5100286303359703,0.509423433692406,-0.0006051966435643985
B8,1.353475935828877,0.89286,0.308,7.42e-05,0.5066216325338088,0.5062013348004044,-0.00042029773340435117
B8,1.4537433155080215,0.89286,0.308,7.42e-05,0.5031855685075199,0.5031067051090269,-7.886339849305646e-05
B8,1.5540106951871655,0.89286,0.308,7.42e-05,0.49972392055396353,0.4992064296921318,-0.0005174908618317264
B8,1.6542780748663102,0.89286,0.308,7.42e-05,0.4962403075464029,0.4961292356908861,-0.00011107185551684218
B8,1.7545454545454546,0.89286,0.308,7.42e-05,0.49273846636822227,0.49268874822878445,-4.971813943782655e-05
B8,1.8548128342245989,0.89286,0.308,7.42e-05,0.48922223183814423,0.4888833115023539,-0.0003389203357903048
B8,1.955080213903743,0.89286,0.308,7.42e-05,0.48569551537642675,0.4856697965439928,-2.5718832433963e-05
B8,2.0553475935828875,0.89286,0.308,7.42e-05,0.48216228269132905,0.48215107635543136,-1.1206335897684383e-05
B8,2.155614973262032,0.89286,0.308,7.42e-05,0.47862653078821216,0.47861118205629877,-1.534873191338937e-05
B8,2.2558823529411764,0.89286,0.308,7.42e-05,0.47509226461931,0.4751723309471485,8.006632783852385e-05
B8,2.3561497326203207,0.89286,0.308,7.42e-05,0.4715634736997854,0.4715940244165237,3.05507167382979e-05
B8,2.456417112299465,0.89286,0.308,7.42e-05,0.4680441090149719,0.46805891433156305,1.480531659114881e-05
B8,2.5566844919786096,0.89286,0.308,7.42e-05,0.46453806053471913,0.46466757494130373,0.00012951440658459656
B8,2.656951871657754,0.89286,0.308,7.42e-05,0.46104913563401084,0.46161411784955075,0.0005649822155399109
B8,2.757219251336898,0.89286,0.308,7.42e-05,0.4575810386951183,0.45828113182245567,0.0007000931273373756
B8,2.8574866310160427,0.89286,0.308,7.42e-05,0.4541373521365544,0.45476722345848997,0.0006298713219355934
B8,2.957754010695187,0.89286,0.308,7.42e-05,0.45072151907911634,0.4520711378361545,0.0013496187570381513
B8,3.058021390374331,0.89286,0.308,7.42e-05,0.44733682782074474,0.44763987837294233,0.00030305055219759236
B8,3.158288770053476,0.89286,0.308,7.42e-05,0.4439863982510632,0.44515241320403426,0.001166014952971084
B8,3.25855614973262,0.89286,0.308,7.42e-05,0.44067317029477204,0.4406588105144817,-1.4359780290351676e-05
B8,3.3588235294117643,0.89286,0.308,7.42e-05,0.43739989443184984,0.4379753887582238,0.0005754943263739376
B8,3.459090909090909,0.89286,0.308,7.42e-05,0.43416912430288995,0.4354601866869047,0.001291062384014774
B8,3.5593582887700532,0.89286,0.308,7.42e-05,0.4309832113710485,0.43173824092616236,0.0007550295551138619
B8,3.6596256684491975,0.89286,0.308,7.42e-05,0.4278443015786975,0.4278219668170094,-2.2334761688114213e-05
B8,3.759893048128342,0.89286,0.308,7.42e-05,0.4247543339077077,0.4257116940326642,0.0009573601249564523
B8,3.8601604278074864,0.89286,0.308,7.42e-05,0.4217150407276965,0.4252288368182859,0.003513796090589383
B8,3.9604278074866306,0.89286,0.308,7.42e-05,0.4187279497967807,0.41870705366194333,-2.0896134837355973e-05
B8,4.060695187165775,0.89286,0.308,7.42e-05,0.41579438776445404,0.4195547381400695,0.003760350375615451
B8,4.16096256684492,0.89286,0.308,7.42e-05,0.41291548501593284,0.41320796272518556,0.0002924777092527253
B8,4.261229946524064,0.89286,0.308,7.42e-05,0.4100921816915153,0.4125614452469049,0.0024692635553896225
B8,4.361497326203208,0.89286,0.308,7.42e-05,0.4073252347126863,0.41211175004508754,0.004786515332401264
B8,4.461764705882353,0.89286,0.308,7.42e-05,0.4046152256484713,0.40674601787199754,0.0021307922235262455
B8,4.562032085561497,0.89286,0.308,7.42e-05,0.4019625692604434,0.40202735706321285,6.47878027694726e-05
B8,4.6622994652406415,0.89286,0.308,7.42e-05,0.3993675225721174,0.3997426755949941,0.0003751530228767175
B8,4.762566844919786,0.89286,0.308,7.42e-05,0.396830194317931,0.398571093225253,0.0017408989073220416
B8,4.86283422459893,0.89286,0.308,7.42e-05,0.39435055463788743,0.39717701404818373,0.0028264594102963003
B8,4.963101604278075,0.89286,0.308,7.42e-05,0.3919284448959193,0.3947318027033482,0.0028033578074288523
B8,5.063368983957219,0.89286,0.308,7.42e-05,0.3895635875125981,0.3911049083918106,0.0015413208792124933
B8,5.163636363636363,0.89286,0.308,7.42e-05,0.3872555957156203,0.3873388221363,8.322642067970509e-05
B8,5.263903743315508,0.89286,0.308,7.42e-05,0.38500398312425244,0.38523347312676626,0.00022949000251382135
B8,5.3641711229946525,0.89286,0.308,7.42e-05,0.3828081730963033,0.3854533051695929,0.0026451320732896466
B8,5.464438502673796,0.89286,0.308,7.42e-05,0.380667507778044,0.38675259553964636,0.006085087761602381
B8,5.564705882352941,0.89286,0.308,7.42e-05,0.37858125680864124,0.3857523621209717,0.00717110531233045
B8,5.664973262032086,0.89286,0.308,7.42e-05,0.37654862564098046,0.3791104062778697,0.0025617806368892215
B8,5.765240641711229,0.89286,0.308,7.42e-05,0.3745687634501802,0.37526771505349243,0.0006989516033122367
B8,5.865508021390374,0.89286,0.308,7.42e-05,0.37264077060959544,0.3814009996417683,0.008760229032172884
B8,5.965775401069519,0.89286,0.308,7.42e-05,0.37076370572164447,0.3771436562962058,0.0063799505745613105
B8,6.0660427807486625,0.89286,0.308,7.42e-05,0.36893659219741176,0.36914208896929274,0.00020549677188097526
B8,6.166310160427807,0.89286,0.308,7.42e-05,0.36715842438469903,0.3763150991610857,0.009156674776386653
B8,6.266577540106952,0.89286,0.308,7.42e-05,0.3654281732490752,0.36925156784725843,0.003823394598183205
B8,6.366844919786096,0.89286,0.308,7.42e-05,0.36374479161651996,0.3665093818522747,0.0027645902357547603
B8,6.46711229946524,0.89286,0.308,7.42e-05,0.3621072189896418,0.37200221195890903,0.009894992969267213
B8,6.567379679144385,0.89286,0.308,7.42e-05,0.3605143859520932,0.36058674473082686,7.235877873368324e-05
B8,6.667647058823529,0.89286,0.308,7.42e-05,0.35896521817790833,0.37134686729383454,0.012381649115926208
B8,6.7679144385026735,0.89286,0.308,7.42e-05,0.3574586400640387,0.3579783731935339,0.0005197331294952146
B8,6.868181818181818,0.89286,0.308,7.42e-05,0.35599357800545006,0.36968588540407044,0.013692307398620374
B8,6.968449197860962,0.89286,0.308,7.42e-05,0.3545689633328315,0.35511220713128183,0.0005432437984503324
B8,7.068716577540107,0.89286,0.308,7.42e-05,0.35318373493331395,0.3681282890660953,0.01494455413278134
B8,7.168983957219251,0.89286,0.308,7.42e-05,0.3518368415746441,0.351695534564033,-0.0001413070106111025
B8,7.269251336898395,0.89286,0.308,7.42e-05,0.3505272439530804,0.3651477442892036,0.014620500336123221
B8,7.36951871657754,0.89286,0.308,7.42e-05,0.34925391648486986,0.3503194273869247,0.0010655109020548115
B8,7.469786096256684,0.89286,0.308,7.42e-05,0.34801584886064113,0.358596963682587,0.010581114821945847
B8,7.570053475935828,0.89286,0.308,7.42e-05,0.34681204738136506,0.3527903052256666,0.00597825784430156
B8,7.670320855614973,0.89286,0.308,7.42e-05,0.3456415360937635,0.34954414887170415,0.0039026127779406283
B8,7.770588235294118,0.89286,0.308,7.42e-05,0.3445033577422266,0.35656546293853486,0.012062105196308237
B8,7.870855614973261,0.89286,0.308,7.42e-05,0.34339657455340794,0.3434056084539003,9.033900492338987e-06
B8,7.971122994652406,0.89286,0.308,7.42e-05,0.34232026886875794,0.35473444575964,0.01241417689088209
B8,8.071390374331552,0.89286,0.308,7.42e-05,0.3412735436393518,0.34792946806919567,0.0066559244298438625
B8,8.171657754010695,0.89286,0.308,7.42e-05,0.3402555227964245,0.342942302552904,0.0026867797564794627
B8,8.271925133689841,0.89286,0.308,7.42e-05,0.33926535151014575,0.35614695889677844,0.01688160738663269
B8,8.372192513368985,0.89286,0.308,7.42e-05,0.33830219634827063,0.342692189248825,0.0043899929005543625
B8,8.472459893048129,0.89286,0.308,7.42e-05,0.33736524534544793,0.342345143270379,0.004979897924931087
B8,8.572727272727274,0.89286,0.308,7.42e-05,0.33645370799313756,0.35622575220746305,0.01977204421432549
B8,8.672994652406418,0.89286,0.308,7.42e-05,0.33556681515931447,0.34174429021166025,0.006177475052345782
B8,8.773262032085562,0.89286,0.308,7.42e-05,0.33470381894636847,0.33783976876999006,0.0031359498236215866
B8,8.873529411764707,0.89286,0.308,7.42e-05,0.3338639924949225,0.3542608071193658,0.020396814624443316
B8,8.973796791443851,0.89286,0.308,7.42e-05,0.3330466297405971,0.3454803388240681,0.012433709083470967
B8,9.074064171122997,0.89286,0.308,7.42e-05,0.3322510451301508,0.33226147815246704,1.0433022316236329e-05
B8,9.17433155080214,0.89286,0.308,7.42e-05,0.331476573302819,0.34577664771497124,0.014300074412152253
B8,9.274598930481284,0.89286,0.308,7.42e-05,0.33072256874213507,0.3509735569006519,0.020250988158516836
B8,9.374866310160428,0.89286,0.308,7.42e-05,0.329988405403017,0.3340220378414354,0.004033632438418422
B8,9.475133689839572,0.89286,0.308,7.42e-05,0.32927347631841714,0.3323152964386051,0.0030418201201879436
B8,9.575401069518716,0.89286,0.308,7.42e-05,0.32857719318942297,0.34736279905069367,0.018785605861270704
B8,9.67566844919786,0.89286,0.308,7.42e-05,0.3278989859622673,0.344651558191724,0.016752572229456697
B8,9.775935828877008,0.89286,0.308,7.42e-05,0.3272383023953664,0.32896396957011653,0.001725667174750145
B8,9.87620320855615,0.89286,0.308,7.42e-05,0.3265946076191509,0.33137523027798876,0.004780622658837885
B8,9.976470588235294,0.89286,0.308,7.42e-05,0.3259673836911497,0.34563137826370294,0.019663994572553245
B8,10.07673796791444,0.89286,0.308,7.42e-05,0.32535612914850554,0.3430160587492457,0.017659929600740143
B8,10.177005347593584,0.89286,0.308,7.42e-05,0.32476035855985164,0.3277082193401604,0.0029478607803087864
B8,10.277272727272727,0.89286,0.308,7.42e-05,0.3241796020782299,0.3270112174092163,0.0028316153309864145
B8,10.377540106951871,0.89286,0.308,7.42e-05,0.3236134049965288,0.34181949107641596,0.018206086079887163
B8,10.477807486631017,0.89286,0.308,7.42e-05,0.32306132730673176,0.34653669769136997,0.023475370384638206
B8,10.57807486631016,0.89286,0.308,7.42e-05,0.3225229432640843,0.33285283787780623,0.010329894613721913
B8,10.678342245989306,0.89286,0.308,7.42e-05,0.3219978409571254,0.3220644826731589,6.664171603348867e-05
B8,10.77860962566845,0.89286,0.308,7.42e-05,0.3214856218844134,0.33065318717698916,0.009167565292575786
B8,10.878877005347594,0.89286,0.308,7.42e-05,0.32098590053861437,0.34597086466377824,0.024984964125163878
B8,10.97914438502674,0.89286,0.308,7.42e-05,0.32049830399853696,0.3460327194439683,0.025534415445431335
B8,11.079411764705885,0.89286,0.308,7.42e-05,0.32002247152958335,0.33039785656586734,0.01037538503628399
B8,11.179679144385029,0.89286,0.308,7.42e-05,0.31955805419298433,0.3196299490316649,7.189483868058621e-05
B8,11.279946524064172,0.89286,0.308,7.42e-05,0.31910471446413063,0.3272851412136364,0.008180426749505754
B8,11.380213903743316,0.89286,0.308,7.42e-05,0.31866212586021825,0.3436168210362274,0.02495469517600918
B8,11.48048128342246,0.89286,0.308,7.42e-05,0.31822997257736996,0.3487941316863693,0.030564159108999345
B8,11.580748663101604,0.89286,0.308,7.42e-05,0.3178079491373424,0.3367220901862798,0.018914141048937405
B8,11.68101604278075,0.89286,0.308,7.42e-05,0.31739576004387127,0.32088067441817597,0.003484914374304704
B8,11.781283422459891,0.89286,0.308,7.42e-05,0.31699311944867314,0.3180746225466039,0.0010815030979307583
B8,11.88155080213904,0.89286,0.308,7.42e-05,0.3165997508270614,0.3304899520624533,0.013890201235391919
B8,11.981818181818182,0.89286,0.308,7.42e-05,0.3162153866631461,0.3447781719239514,0.0285627852608053
B8,12.082085561497326,0.89286,0.308,7.42e-05,0.31583976814450176,0.34640705270372046,0.0305672845592187
B8,12.182352941176472,0.89286,0.308,7.42e-05,0.3154726448662078,0.3339978444705191,0.018525199604311315
B8,12.282620320855616,0.89286,0.308,7.42e-05,0.31511377454412365,0.31914177173881353,0.004027997194689881
B8,12.38288770053476,0.89286,0.308,7.42e-05,0.31476292273725087,0.31483666864184345,7.374590459258146e-05
B8,12.483155080213905,0.89286,0.308,7.42e-05,0.3144198625790097,0.32394986288048133,0.009530000301471608
B8,12.583422459893049,0.89286,0.308,7.42e-05,0.3140843745172603,0.3377084650781497,0.023624090560889432
B8,12.683689839572192,0.89286,0.308,7.42e-05,0.3137562460628763,0.3441243216076356,0.030368075544759343
B8,12.783957219251338,0.89286,0.308,7.42e-05,0.3134352715466698,0.3380485328521857,0.024613261305515943
B8,12.884224598930482,0.89286,0.308,7.42e-05,0.3131212518844847,0.32451961348866004,0.011398361604175344
B8,12.984491978609626,0.89286,0.308,7.42e-05,0.3128139943502198,0.31392738281663907,0.001113388466419285
B8,13.084759358288771,0.89286,0.308,7.42e-05,0.31251331235660595,0.31377337334477207,0.0012600609881661118
B8,13.185026737967917,0.89286,0.308,7.42e-05,0.3122190252434993,0.3233703497477458,0.011151324504246496
B8,13.28529411764706,0.89286,0.308,7.42e-05,0.3119309580734906,0.33516262747081976,0.02323166939732918
B8,13.385561497326204,0.89286,0.308,7.42e-05,0.31164894143461785,0.340661148603994,0.029012207169376136
B8,13.485828877005348,0.89286,0.308,7.42e-05,0.31137281124996213,0.3361568959768943,0.024784084726932165
B8,13.586096256684492,0.89286,0.308,7.42e-05,0.31110240859392596,0.3248217931292303,0.013719384535304358
B8,13.686363636363636,0.89286,0.308,7.42e-05,0.31083757951498103,0.3141211593650379,0.0032835798500568947
B8,13.78663101604278,0.89286,0.308,7.42e-05,0.3105781748646816,0.3106851495974887,0.00010697473280713021
B8,13.886898395721923,0.89286,0.308,7.42e-05,0.3103240501327367,0.3163473084248269,0.006023258292090217
B8,13.98716577540107,0.89286,0.308,7.42e-05,0.3100750652879551,0.3274204606191967,0.01734539533124163
B8,14.087433155080214,0.89286,0.308,7.42e-05,0.3098310846248534,0.33727588748379544,0.02744480285894202
B8,14.187700534759358,0.89286,0.308,7.42e-05,0.30959197661574533,0.3402610200156103,0.03066904339986498
B8,14.287967914438504,0.89286,0.308,7.42e-05,0.309357613768126,0.3347651542039244,0.025407540435798404
B8,14.388235294117647,0.89286,0.308,7.42e-05,0.3091278724871663,0.3238583187088637,0.014730446221697446
B8,14.488502673796791,0.89286,0.308,7.42e-05,0.3089026329431439,0.3133528880508159,0.0044502551076719965
B8,14.588770053475937,0.89286,0.308,7.42e-05,0.3086817789436297,0.3086990416629299,1.7262719300192853e-05
B8,14.68903743315508,0.89286,0.308,7.42e-05,0.3084651978102809,0.31219564307462,0.0037304452643390773
B8,14.789304812834224,0.89286,0.308,7.42e-05,0.3082527802600529,0.32223250873849896,0.01397972847844603
B8,14.88957219251337,0.89286,0.308,7.42e-05,0.3080444202906947,0.33422302225115774,0.026178601960463066
B8,14.989839572192514,0.89286,0.308,7.42e-05,0.3078400150703572,0.34265647932734394,0.03481646425698676
B8,15.090106951871658,0.89286,0.308,7.42e-05,0.30763946483117904,0.34398871762697386,0.03634925279579482
B8,15.190374331550805,0.89286,0.308,7.42e-05,0.3074426727666956,0.3375800699299229,0.030137397163227275
B8,15.290641711229949,0.89286,0.308,7.42e-05,0.3072495449329417,0.32630823246131035,0.019058687528368645
B8,15.39090909090909,0.89286,0.308,7.42e-05,0.30705999015310115,0.31475884863813447,0.007698858485033322
B8,15.491176470588236,0.89286,0.308,7.42e-05,0.3068739199255875,0.30759637942461504,0.0007224594990275501
B8,15.59144385026738,0.89286,0.308,7.42e-05,0.3066912483354173,0.3077417710020974,0.0010505226666800982
B8,15.691711229946524,0.89286,0.308,7.42e-05,0.30651189196876133,0.3151888179502196,0.00867692598145825
B8,15.79197860962567,0.89286,0.308,7.42e-05,0.3063357698305573,0.32730773510509553,0.020971965274538207
B8,15.892245989304811,0.89286,0.308,7.42e-05,0.30616280326506423,0.339892375297792,0.03372957203272775
B8,15.992513368983955,0.89286,0.308,7.42e-05,0.305992915879254,0.34872909880495084,0.042736182925696864
B8,16.092780748663102,0.89286,0.308,7.42e-05,0.3058260334689401,0.35091773086957007,0.04509169740062996
B8,16.193048128342248,0.89286,0.308,7.42e-05,0.30566208394752775,0.34586627332761016,0.04020418938008241
B8,16.29331550802139,0.89286,0.308,7.42e-05,0.3055009972773023,0.3352694300807961,0.02976843280349384
B8,16.393582887700536,0.89286,0.308,7.42e-05,0.30534270540315195,0.3225005748707739,0.017157869467621933
B8,16.49385026737968,0.89286,0.308,7.42e-05,0.30518714218864057,0.31149387585713123,0.0063067336684906605
B8,16.594117647058823,0.89286,0.308,7.42e-05,0.30503424335433427,0.3055186758581711,0.0004844325038368402
B8,16.69438502673797,0.89286,0.308,7.42e-05,0.30488394641831107,0.30629663806528784,0.0014126916469767714
B8,16.794652406417114,0.89286,0.308,7.42e-05,0.3047361906387571,0.3135552656301465,0.008819074991389397
B8,16.894919786096256,0.89286,0.308,7.42e-05,0.30459091695858614,0.3253095370326784,0.020718620074092253
B8,16.995187165775402,0.89286,0.308,7.42e-05,0.3044480679519921,0.3384613223132186,0.03401325436122654
B8,17.095454545454547,0.89286,0.308,7.42e-05,0.3043075877728772,0.3496215149528185,0.045313927179941316
B8,17.19572192513369,0.89286,0.308,7.42e-05,0.3041694221050769,0.35593960620462856,0.05177018409955164
B8,17.295989304812835,0.89286,0.308,7.42e-05,0.30403351811431584,0.3560213492760442,0.05198783116172834
B8,17.39625668449198,0.89286,0.308,7.42e-05,0.303899824401832,0.35002925795572476,0.04612943355389276
B8,17.496524064171123,0.89286,0.308,7.42e-05,0.3037682909596086,0.3393415439397878,0.035573252980179215
B8,17.596791443850268,0.89286,0.308,7.42e-05,0.3036388691271516,0.32668040731971754,0.023041538192565936
B8,17.697058823529414,0.89286,0.308,7.42e-05,0.3035115115497518,0.3148171979623261,0.01130568641257429
B8,17.797326203208556,0.89286,0.308,7.42e-05,0.30338617213819363,0.3064408735719323,0.003054701433738649
B8,17.8975935828877,0.89286,0.308,7.42e-05,0.3032628060298277,0.3032190752331496,-4.3730796678076445e-05
B8,17.997860962566847,0.89286,0.308,7.42e-05,0.30314136955098514,0.30581989176912205,0.002678522218136914
B8,18.09812834224599,0.89286,0.308,7.42e-05,0.30302182018067275,0.313442645353764,0.01042082517309123
B8,18.198395721925134,0.89286,0.308,7.42e-05,0.30290411651549526,0.3246120921310372,0.02170797561554194
B8,18.29866310160428,0.89286,0.308,7.42e-05,0.30278821823577345,0.3369032479243412,0.03411502968856772
B8,18.398930481283426,0.89286,0.308,7.42e-05,0.30267408607280133,0.34796514539688667,0.045291059324085337
B8,18.499197860962568,0.89286,0.308,7.42e-05,0.3025616817772134,0.35581213393735794,0.05325045216014457
B8,18.599465240641713,0.89286,0.308,7.42e-05,0.30245096808840616,0.3589359095180086,0.05648494142960242
B8,18.699732620320855,0.89286,0.308,7.42e-05,0.30234190870499267,0.3569076105742697,0.054565701869277006
B8,18.8,0.89286,0.308,7.42e-05,0.3022344682562364,0.3502888033002771,0.04805433504404072
B8,0.05,1.07857,0.308,7.42e-05,0.5476217132926241,0.5475747512109819,-4.6962081642232256e-05
B8,0.1502673796791443,1.07857,0.308,7.42e-05,0.5447685149399254,0.5446240386311798,-0.00014447630874558914
B8,0.2505347593582888,1.07857,0.308,7.42e-05,0.5418592077723718,0.5416616093886515,-0.00019759838372035432
B8,0.3508021390374331,1.07857,0.308,7.42e-05,0.538894905397443,0.5386718215845497,-0.0002230838128932655
