E_MeV,Pee_vacuum,Pee_day,Pee_night_reference,delta_Pee_earth_reference,sin2theta12_reference,dm21_eV2_reference
11.750000000000002,0.54955050971648,0.3105360861881746,0.31831062291711704,0.0077745367289424605,0.307,7.42e-05
11.8,0.54955050971648,0.31039053762469615,0.31808626709156995,0.007695729466873802,0.307,7.42e-05
11.850000000000001,0.54955050971648,0.31024680320628917,0.3178633874706801,0.007616584264390935,0.307,7.42e-05
11.900000000000002,0.54955050971648,0.3101048544227666,0.3176419833794216,0.007537128956655037,0.307,7.42e-05
11.950000000000001,0.54955050971648,0.30996466328923616,0.31742205447704774,0.0074573911878115795,0.307,7.42e-05
12.000000000000002,0.54955050971648,0.3098262023353739,0.3172036007325861,0.007377398397212187,0.307,7.42e-05
12.05,0.54955050971648,0.3096894445949255,0.3169866224008761,0.007297177805950628,0.307,7.42e-05
12.100000000000001,0.54955050971648,0.3095543635954329,0.31677111999915347,0.007216756403720548,0.307,7.42e-05
12.150000000000002,0.54955050971648,0.30942093334817994,0.31655709428418216,0.007136160936002223,0.307,7.42e-05
12.200000000000001,0.54955050971648,0.3092891283383529,0.3163445462299381,0.007055417891585147,0.307,7.42e-05
12.250000000000002,0.54955050971648,0.3091589235154122,0.316133477005845,0.0069745534904328,0.307,7.42e-05
12.3,0.54955050971648,0.3090302942836701,0.31592388795556575,0.006893593671895626,0.307,7.42e-05
12.350000000000001,0.54955050971648,0.3089032164930706,0.3157157805763483,0.0068125640832776835,0.307,7.42e-05
12.400000000000002,0.54955050971648,0.3087776664301669,0.31550915649892936,0.006731490068762447,0.307,7.42e-05
12.450000000000001,0.54955050971648,0.308653620809293,0.31530401746799447,0.006650396658701485,0.307,7.42e-05
12.500000000000002,0.54955050971648,0.3085310567639241,0.315100365323196,0.0065693085592719025,0.307,7.42e-05
12.55,0.54955050971648,0.30840995183822373,0.3148982019807287,0.006488250142504981,0.307,7.42e-05
12.600000000000001,0.54955050971648,0.3082902839787712,0.31469752941546114,0.006407245436689968,0.307,7.42e-05
12.650000000000002,0.54955050971648,0.30817203152646727,0.3144983496436236,0.006326318117156338,0.307,7.42e-05
12.700000000000001,0.54955050971648,0.30805517320861453,0.31430066470605145,0.006245491497436917,0.307,7.42e-05
12.750000000000002,0.54955050971648,0.30793968813116696,0.3141044766519808,0.006164788520813869,0.307,7.42e-05
12.8,0.54955050971648,0.3078255557711462,0.3139097875233957,0.006084231752249536,0.307,7.42e-05
12.850000000000001,0.54955050971648,0.30771275596922104,0.3137165993399249,0.006003843370703865,0.307,7.42e-05
12.900000000000002,0.54955050971648,0.3076012689224467,0.3135249140842854,0.0059236451618386865,0.307,7.42e-05
12.950000000000001,0.54955050971648,0.3074910751771589,0.31333473368826914,0.005843658511110239,0.307,7.42e-05
13.000000000000002,0.54955050971648,0.30738215562202126,0.31314606001927053,0.005763904397249275,0.307,7.42e-05
13.05,0.54955050971648,0.3072744914812223,0.31295889486735196,0.005684403386129633,0.307,7.42e-05
13.100000000000001,0.54955050971648,0.3071680643078175,0.3127732399328411,0.005605175625023606,0.307,7.42e-05
13.150000000000002,0.54955050971648,0.30706285597721455,0.31258909681445873,0.0055262408372441785,0.307,7.42e-05
13.200000000000001,0.54955050971648,0.30695884868079837,0.31240646699797037,0.005447618317171998,0.307,7.42e-05
13.250000000000002,0.54955050971648,0.30685602491969244,0.31222535184535855,0.005369326925666107,0.307,7.42e-05
13.3,0.54955050971648,0.30675436749865376,0.3120457525845097,0.005291385085855915,0.307,7.42e-05
13.350000000000001,0.54955050971648,0.30665385952009844,0.31186767029941065,0.005213810779312211,0.307,7.42e-05
13.400000000000002,0.54955050971648,0.30655448437825483,0.3116911059208498,0.005136621542594977,0.307,7.42e-05
13.450000000000001,0.54955050971648,0.30645622575344234,0.3115160602176165,0.005059834464174184,0.307,7.42e-05
13.500000000000002,0.54955050971648,0.30635906760647086,0.31134253378819154,0.004983466181720686,0.307,7.42e-05
13.55,0.54955050971648,0.3062629941731611,0.31117052705292475,0.004907532879763643,0.307,7.42e-05
13.600000000000001,0.54955050971648,0.30616798995898103,0.31100004024669153,0.004832050287710499,0.307,7.42e-05
13.650000000000002,0.54955050971648,0.30607403973379665,0.31083107341202143,0.004757033678224776,0.307,7.42e-05
13.700000000000001,0.54955050971648,0.30598112852673426,0.3106636263926923,0.004682497865958035,0.307,7.42e-05
13.750000000000002,0.54955050971648,0.305889241621152,0.31049769882778205,0.004608457206630057,0.307,7.42e-05
13.8,0.54955050971648,0.3057983645497181,0.3103332901461718,0.004534925596453687,0.307,7.42e-05
13.850000000000001,0.54955050971648,0.3057084830895938,0.3101703995614911,0.004461916471897309,0.307,7.42e-05
13.900000000000002,0.54955050971648,0.3056195832577178,0.3100090260674987,0.004389442809780875,0.307,7.42e-05
13.950000000000001,0.54955050971648,0.30553165130619075,0.30984916843388943,0.004317517127698678,0.307,7.42e-05
14.000000000000002,0.54955050971648,0.3054446737177576,0.309690825202521,0.004246151484763427,0.307,7.42e-05
14.05,0.54955050971648,0.30535863720138434,0.30953399468404946,0.004175357482665121,0.307,7.42e-05
