E_MeV,sigma_nue_cm2,sigma_nux_cm2,sigma_mass_1_cm2,sigma_mass_2_cm2,sigma_mass_3_cm2,Ue1_abs2,Ue2_abs2,Ue3_abs2
15.691711229946524,1.4622659552347633e-43,2.4289794362269397e-44,1.0689914821520017e-43,6.088585732453453e-44,2.702117870828043e-44,0.6774768000000001,0.3001232,0.0224
15.79197860962567,1.4741157324349998e-43,2.4477822588462783e-44,1.077625865942353e-43,6.137309322305464e-44,2.7231538603135617e-44,0.6774768000000001,0.3001232,0.0224
15.892245989304813,1.4831029657251262e-43,2.462568947357827e-44,1.084191413002216e-43,6.174630954685316e-44,2.73962246725944e-44,0.6774768000000001,0.3001232,0.0224
15.992513368983957,1.4920901444186646e-43,2.477355831571865e-44,1.0907569293860169e-43,6.211952560175773e-44,2.7560912532944365e-44,0.6774768000000001,0.3001232,0.0224
16.092780748663102,1.5010772695519656e-43,2.4921429076802063e-44,1.0973224156730358e-43,6.249274139221903e-44,2.77256021492781e-44,0.6774768000000001,0.3001232,0.0224
16.193048128342248,1.5100643421353214e-43,2.5069301719726777e-44,1.1038878724280608e-43,6.286595692259162e-44,2.789029348758802e-44,0.6774768000000001,0.3001232,0.0224
16.29331550802139,1.5219149233025809e-43,2.52572998107362e-44,1.1125227036944585e-43,6.335319585911117e-44,2.810062572317349e-44,0.6774768000000001,0.3001232,0.0224
16.393582887700536,1.5309020767814244e-43,2.5405169726158555e-44,1.1190882064574717e-43,6.37264119084294e-44,2.8265314576282996e-44,0.6774768000000001,0.3001232,0.0224
16.49385026737968,1.5398891783152698e-43,2.5553041503163906e-44,1.1256536800329908e-43,6.409962770163648e-44,2.8430005132919243e-44,0.6774768000000001,0.3001232,0.0224
16.594117647058823,1.5488762288602362e-43,2.5700915106579017e-44,1.1322191249553227e-43,6.447284324281081e-44,2.8594697360838573e-44,0.6774768000000001,0.3001232,0.0224
16.69438502673797,1.5578632293491266e-43,2.584879050210977e-44,1.138784541745813e-43,6.484605853594635e-44,2.8759391228604553e-44,0.6774768000000001,0.3001232,0.0224
16.794652406417114,1.569714564437364e-43,2.6036760351849077e-44,1.147419792691534e-43,6.533330033397379e-44,2.896969754430735e-44,0.6774768000000001,0.3001232,0.0224
16.894919786096256,1.5787016400440324e-43,2.6184633218451284e-44,1.1539852522161951e-43,6.570651611162969e-44,2.9134389108056607e-44,0.6774768000000001,0.3001232,0.0224
16.995187165775402,1.587688666178199e-43,2.633250785768826e-44,1.1605506839415422e-43,6.607973164512699e-44,2.929908229391521e-44,0.6774768000000001,0.3001232,0.0224
17.095454545454547,1.5966756437236535e-43,2.648038423701019e-44,1.1671160883613419e-43,6.645294693820941e-44,2.946377707204215e-44,0.6774768000000001,0.3001232,0.0224
17.19572192513369,1.6056625735432634e-43,2.662826232465797e-44,1.173681465957736e-43,6.682616199454614e-44,2.962847341332254e-44,0.6774768000000001,0.3001232,0.0224
17.295989304812835,1.6175146170277318e-43,2.6816205654402556e-44,1.1823171112923335e-43,6.731340649245891e-44,2.9838755389886056e-44,0.6774768000000001,0.3001232,0.0224
17.39625668449198,1.626501616765942e-43,2.6964081391485317e-44,1.1888825286758397e-43,6.76866220021091e-44,3.000344958987176e-44,0.6774768000000001,0.3001232,0.0224
17.496524064171123,1.6354885693395912e-43,2.7111958818215134e-44,1.1954479195559542e-43,6.805983727878619e-44,3.01681453360078e-44,0.6774768000000001,0.3001232,0.0224
17.596791443850268,1.6444754755671156e-43,2.7259837904413803e-44,1.2020132843898163e-43,6.843305232593229e-44,3.0332842600625273e-44,0.6774768000000001,0.3001232,0.0224
17.697058823529414,1.653462336248128e-43,2.740771862061626e-44,1.2085786236241133e-43,6.880626714692373e-44,3.049754135671026e-44,0.6774768000000001,0.3001232,0.0224
17.797326203208556,1.6653150465977508e-43,2.7595636999320055e-44,1.2172146402714861e-43,6.929351419635232e-44,3.0707800434914253e-44,0.6774768000000001,0.3001232,0.0224
17.8975935828877,1.6743019725035763e-43,2.7743515525699585e-44,1.2237800166313941e-43,6.966672944228547e-44,3.087249719633193e-44,0.6774768000000001,0.3001232,0.0224
17.997860962566847,1.6832888534015252e-43,2.789139566421229e-44,1.2303453676990133e-43,7.003994446572243e-44,3.103719543295335e-44,0.6774768000000001,0.3001232,0.0224
18.09812834224599,1.6922756900508533e-43,2.803927738682873e-44,1.2369106938983203e-43,7.041315926983307e-44,3.1201895119077677e-44,0.6774768000000001,0.3001232,0.0224
18.198395721925134,1.7012624831938373e-43,2.8187160666164267e-44,1.243475995643869e-43,7.078637385772898e-44,3.136659622959638e-44,0.6774768000000001,0.3001232,0.0224
18.29866310160428,1.7102492335562488e-43,2.833504547546065e-44,1.250041273341051e-43,7.115958823246475e-44,3.153129873997633e-44,0.6774768000000001,0.3001232,0.0224
18.398930481283422,1.7221026765355245e-43,2.852293676270653e-44,1.2586776989517798e-43,7.164683830912605e-44,3.174153297466148e-44,0.6774768000000001,0.3001232,0.0224
18.499197860962568,1.7310894876625074e-43,2.8670819537183586e-44,1.2652430112527848e-43,7.202005308342475e-44,3.1906233631914687e-44,0.6774768000000001,0.3001232,0.0224
18.599465240641713,1.7400762565047318e-43,2.8818703825231876e-44,1.2718082997884654e-43,7.239326764797314e-44,3.207093567411728e-44,0.6774768000000001,0.3001232,0.0224
18.699732620320855,1.7490629837523979e-43,2.896658960135747e-44,1.278373564944192e-43,7.27664820056431e-44,3.223563907789243e-44,0.6774768000000001,0.3001232,0.0224
18.8,1.7580496700807685e-43,2.9114476840634656e-44,1.2849388070970488e-43,7.313969615925594e-44,3.240034382038536e-44,0.6774768000000001,0.3001232,0.0224
